Species,Region,Locality,Sex,Date,Ecology,Collector,Collection 
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,(Ellesmere Co) Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,Lincoln,m,23/03/70,Golden rod,RP MacFarlane,
Lasioglossum sordidum,MC,Lincoln,m,23/03/70,Golden rod,RP MacFarlane,
Lasioglossum sordidum,MC,Lincoln,m,23/03/70,Golden rod,RP MacFarlane,
Lasioglossum sordidum,MC,Lincoln,m,23/03/70,Golden rod,RP MacFarlane,
Lasioglossum sordidum,MC,Lincoln,m,23/03/70,Hebe sp.,RP MacFarlane,
Lasioglossum sordidum,MC,DSIR Lincoln,f,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,f,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,f,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,f,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,f,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,f,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,m,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,m,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,m,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,m,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,m,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,DSIR Lincoln,m,09/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, N East edge Lake Ellesmere",f,22/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, N East edge Lake Ellesmere",f,22/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,"Ellesmere Co, N East edge Lake Ellesmere",f,22/04/70,,BJ Donovan,
Lasioglossum sordidum,MC,North East edge Lake Ellesmere,m,22/04/70,,BJ Donovan,
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,NC,"Hunua, Waipara",f,21/09/70,Swept,JE Ferguson,L. Uni
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,MC,"Springs Co, Lincoln DSIR",f,23/09/70,Emerging from nests in lab,BJ Donovan,
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
Lasioglossum sordidum,NC,Hunua,f,Oct-70,,SL Smith,LC
